Unnamed: 0,order_id,first_name,last_name,email,total_amt,items_cnt,category,item_name,price
9742,18565.0,Davit,McRobot,DavitMcRobot1997@gmail.org,0.0,2.0,instrument,rechargable instrument how-to-manual,0.0
9743,5276.0,Kobe,Gonzalez,KobeGonzalez1957@gmail.info,57.6,4.0,dongle,glossy dongle wrapper,14.4
9744,36408.0,Reem,Novak,ReemNovak1981@gmail.com,171.6,3.0,instrument,rechargable instrument,57.2
9745,293953.0,Luis,Sargsyan,LuisSargsyan@mail.com,32.4,4.0,mechanism,analog mechanism carrying_case,8.1
9746,336493.0,R,Russell,RRussell@earthlink.com,0.0,4.0,device,miniature device how-to-manual,0.0
9747,224858.0,Sarah,Liu,Sarah_Liu@gmail.info,528.0,4.0,apparatus,miniature apparatus refill,132.0
9748,309946.0,D,Petrov,D_Petrov@gmail.com,6.6,1.0,dongle,prize-winning dongle charger,6.6
9749,204983.0,J,Anand,J_Anand2001@gmail.com,484.0,4.0,instrument,prize-winning instrument storage_unit,121.0
9750,161444.0,Khalid,Chen,KhalidChen1950@yahoo.com,726.0,4.0,apparatus,miniature apparatus warmer,181.5
9751,219182.0,Mia,Rodriquez,Mia_Rodriquez1960@gmail.com,13.5,10.0,widget,analog widget opener,1.35
9752,283465.0,Maryam,Hassan,MaryamHassan1984@gmail.com,34.32,8.0,widget,rechargable widget warmer,4.29
9753,38879.0,Lucia,Martin,LuciaMartin1981@outlook.edu,30.0,3.0,device,fuzzy device charger,10.0
9754,78742.0,L,Webster,L_Webster1969@gmail.com,1100.0,4.0,contraption,prize-winning contraption,275.0
9755,184275.0,T,Ng,T_Ng1978@gmail.net,16.2,1.0,dongle,analog dongle carrying_case,16.2
9756,91060.0,H,Chen,HChen@yahoo.com,445.0,4.0,gadget,matte gadget,111.25
9757,,H,Horvat,H_Horvat1973@gmail.net,,,,,
9758,373013.0,Elena,Huang,ElenaHuang1953@gmail.com,60.0,4.0,dongle,fuzzy dongle opener,15.0
9759,63087.0,Ahmed,Martin,AhmedMartin1993@gmail.com,3300.0,4.0,contraption,industrial-strength contraption warmer,825.0
9760,55870.0,Tala,Acharya,TalaAcharya@gmail.com,112.0,4.0,device,aerodynamic device wrapper,28.0
9761,201108.0,L,Anand,L_Anand@mail.biz,1068.0,4.0,gadget,glossy gadget storage_unit,267.0
9762,378076.0,Juan,Pillay,JuanPillay@gmail.com,156.0,3.0,device,reflective device refill,52.0
9763,44188.0,Halim,Gruber,Halim_Gruber1989@outlook.com,605.0,2.0,contraption,prize-winning contraption warmer,302.5
9764,146076.0,Hanah,Weber,HanahWeber@earthlink.net,267.0,3.0,gadget,gadget,89.0
9765,25424.0,Mateo,Kim,MateoKim@mail.com,137.28,4.0,instrument,rechargable instrument carrying_case,34.32
9766,129572.0,Marina,Novak,Marina_Novak@earthlink.com,400.0,4.0,module,module,100.0
9767,,B,Alami,BAlami@yahoo.net,,,,,
9768,324851.0,Anika,Agarwal,AnikaAgarwal2004@gmail.net,0.0,3.0,mechanism,extra-strength mechanism how-to-manual,0.0
9769,148713.0,Mary,Davis,Mary_Davis@earthlink.com,534.0,3.0,gadget,extra-strength gadget,178.0
9770,,M,Anand,MAnand1992@yahoo.net,,,,,
9771,211035.0,Aya,Petrov,AyaPetrov@earthlink.biz,1650.0,4.0,apparatus,matte apparatus warmer,412.5
9772,270883.0,V,Ortiz,VOrtiz1967@gmail.org,270.0,3.0,dongle,industrial-strength dongle,90.0
9773,120854.0,Priya,Varghese,PriyaVarghese1975@inbox.info,180.0,3.0,dongle,extra-strength dongle,60.0
9774,318984.0,Zeke,Scientist,ZekeScientist1953@outlook.com,65.0,2.0,tool,rechargable tool,32.5
9775,210114.0,M,Korhonen,M_Korhonen@gmail.net,21.6,3.0,dongle,glossy dongle charger,7.2
9776,112465.0,Ariel,Ng,Ariel_Ng@gmail.edu,110.0,1.0,module,digital module,110.0
9777,99082.0,Rodrigo,Castillo,Rodrigo_Castillo@mail.com,420.0,3.0,module,aerodynamic module,140.0
9778,263440.0,H,Phillips,H_Phillips@outlook.com,750.0,3.0,contraption,contraption,250.0
9779,,D,Amin,D_Amin@gmail.edu,,,,,
9780,291976.0,Victoria,Powell,VictoriaPowell1997@gmail.com,27.0,18.0,widget,widget opener,1.5
9781,264847.0,Sakura,Weber,SakuraWeber1957@gmail.edu,228.8,4.0,instrument,reflective instrument,57.2
9782,340923.0,Sakura,Scientist,SakuraScientist1974@gmail.com,75.0,4.0,mechanism,matte mechanism,18.75
9783,292951.0,Maryam,Scientist,MaryamScientist@mail.com,30.0,2.0,dongle,fuzzy dongle opener,15.0
9784,59474.0,Bekim,Computer,Bekim_Computer@earthlink.com,150.0,4.0,tool,organic tool,37.5
9785,210487.0,S,Adams,SAdams1968@gmail.biz,11.0,2.0,device,miniature device charger,5.5
9786,228453.0,S,Ahmad,S_Ahmad1970@yahoo.edu,52.0,2.0,module,reflective module charger,26.0
9787,,Rin,Miller,RinMiller2004@gmail.net,,,,,
9788,299607.0,Nathan,Santos,Nathan_Santos@mail.biz,49.5,10.0,widget,organic widget warmer,4.95
9789,310567.0,D,Watanabe,D_Watanabe@mail.biz,462.8,4.0,gadget,reflective gadget,115.7
9790,310785.0,Rebecca,Kim,RebeccaKim@gmail.com,24.0,8.0,widget,matte widget refill,3.0
9791,391978.0,Anika,Kruger,Anika_Kruger1986@inbox.net,600.0,2.0,apparatus,fuzzy apparatus,300.0
9792,232495.0,Lucia,Miller,Lucia_Miller1956@outlook.com,0.0,4.0,dongle,dongle how-to-manual,0.0
9793,379437.0,Claire,Sargsyan,Claire_Sargsyan@mail.edu,97.9,1.0,gadget,prize-winning gadget,97.9
9794,168626.0,Aanya,Mueller,Aanya_Mueller@outlook.org,12.0,4.0,mechanism,mechanism charger,3.0
9795,15089.0,J,Amin,JAmin1965@gmail.com,52.0,2.0,tool,reflective tool refill,26.0
9796,145163.0,C,Tanaka,C_Tanaka@gmail.com,21.6,8.0,widget,analog widget,2.7
9797,346700.0,Seo-yun,Kim,Seo-yunKim2001@inbox.com,13.76,2.0,tool,miniature tool opener,6.88
9798,124668.0,Liam,Chopra,LiamChopra@gmail.com,534.0,2.0,gadget,glossy gadget storage_unit,267.0
9799,94476.0,Mohamed,Webster,MohamedWebster1951@gmail.edu,450.0,1.0,apparatus,organic apparatus,450.0
9800,298835.0,Seo-yun,Kowalski,Seo-yun_Kowalski1991@gmail.com,30.0,1.0,tool,glossy tool,30.0
9801,369517.0,Sakura,Liu,SakuraLiu1955@outlook.edu,11.0,2.0,tool,digital tool charger,5.5
9802,136674.0,Amaira,Hassan,AmairaHassan1966@earthlink.com,178.0,4.0,gadget,gadget opener,44.5
9803,9937.0,A,Mammadov,AMammadov@gmail.com,106.48,4.0,instrument,miniature instrument warmer,26.62
9804,65962.0,A,Chopra,A_Chopra@gmail.net,1031.25,3.0,contraption,miniature contraption storage_unit,343.75
9805,189998.0,Nathan,Brown,Nathan_Brown1989@yahoo.net,162.0,3.0,dongle,industrial-strength dongle carrying_case,54.0
9806,31911.0,Amaira,Kumar,AmairaKumar@yahoo.edu,52.8,2.0,instrument,fuzzy instrument carrying_case,26.4
9807,255473.0,Victoria,Miller,VictoriaMiller@gmail.info,22.0,4.0,device,miniature device charger,5.5
9808,72588.0,Valentina,Scientist,ValentinaScientist1952@gmail.edu,0.0,3.0,contraption,extra-strength contraption how-to-manual,0.0
9809,180842.0,Maria,Kowalski,Maria_Kowalski@gmail.org,25.41,7.0,widget,prize-winning widget warmer,3.63
9810,278982.0,Chloe,Costa,ChloeCosta1998@gmail.net,13.2,10.0,widget,miniature widget refill,1.32
9811,78742.0,L,Webster,L_Webster1969@gmail.com,1120.0,4.0,contraption,aerodynamic contraption refill,280.0
9812,299767.0,Bot,Agarwal,Bot_Agarwal1979@gmail.info,375.0,1.0,contraption,organic contraption,375.0
9813,335481.0,B,Dubois,B_Dubois@yahoo.biz,46.8,4.0,mechanism,reflective mechanism carrying_case,11.7
9814,191860.0,Marina,Santos,MarinaSantos@gmail.com,48.95,1.0,gadget,prize-winning gadget opener,48.95
9815,292028.0,Claire,Watanabe,ClaireWatanabe2000@mail.info,11.28,6.0,widget,matte widget opener,1.88
9816,115274.0,Grace,Bertrand,Grace_Bertrand@mail.edu,1500.0,4.0,device,industrial-strength device storage_unit,375.0
9817,105393.0,A,Tanaka,A_Tanaka1996@gmail.info,60.5,2.0,tool,prize-winning tool warmer,30.25
9818,166613.0,J,Acharya,J_Acharya1995@gmail.com,27.0,3.0,mechanism,industrial-strength mechanism charger,9.0
9819,196023.0,Nalah,Petrov,NalahPetrov@yahoo.com,509.08,4.0,gadget,reflective gadget warmer,127.27
9820,222392.0,Ali,Hassan,AliHassan1989@yahoo.info,75.0,4.0,tool,organic tool opener,18.75
9821,214453.0,Davit,Computer,Davit_Computer1957@yahoo.org,500.0,4.0,module,matte module,125.0
9822,282301.0,Juan,McRobotFace,JuanMcRobotFace1971@gmail.edu,16.2,6.0,widget,analog widget,2.7
9823,293431.0,K,Weber,KWeber@gmail.biz,356.0,4.0,gadget,extra-strength gadget opener,89.0
9824,317680.0,Isabella,Sokolov,IsabellaSokolov1993@yahoo.com,11.7,5.0,widget,rechargable widget carrying_case,2.34
9825,276036.0,Isabella,Davis,Isabella_Davis@inbox.biz,20.0,1.0,tool,tool refill,20.0
9826,283330.0,Khalid,Mammadov,Khalid_Mammadov1961@gmail.net,105.6,2.0,instrument,glossy instrument,52.8
9827,289053.0,L,Patel,LPatel1976@mail.edu,347.1,3.0,gadget,reflective gadget,115.7
9828,393097.0,Emily,Santos,Emily_Santos@gmail.edu,27.5,2.0,tool,miniature tool,13.75
9829,133891.0,I,Rossi,I_Rossi@inbox.com,90.0,10.0,widget,industrial-strength widget,9.0
9830,277027.0,S,Sousa,S_Sousa@yahoo.edu,391.6,4.0,gadget,prize-winning gadget,97.9
9831,45085.0,Diego,Varghese,Diego_Varghese@mail.org,180.0,3.0,device,glossy device,60.0
9832,3919.0,Sora,Miller,SoraMiller@earthlink.com,66.0,2.0,dongle,prize-winning dongle,33.0
9833,185100.0,A,Khoury,AKhoury@mail.net,82.5,3.0,tool,tool warmer,27.5
9834,202562.0,Sofia,Silva,SofiaSilva@inbox.com,22.5,2.0,tool,analog tool opener,11.25
9835,114285.0,Lucia,Amin,LuciaAmin1964@inbox.net,19.8,3.0,mechanism,miniature mechanism refill,6.6
9836,113665.0,Noah,Miller,NoahMiller2000@mail.biz,44.5,1.0,gadget,gadget opener,44.5
9837,124996.0,Luis,Phillips,LuisPhillips1969@yahoo.com,45.0,3.0,tool,fuzzy tool carrying_case,15.0
9838,34519.0,Pierre,Brown,Pierre_Brown1967@earthlink.org,0.0,2.0,instrument,fuzzy instrument how-to-manual,0.0
9839,92714.0,Jacob,Gupta,Jacob_Gupta@earthlink.org,1200.0,4.0,contraption,glossy contraption,300.0
9840,186566.0,Aanya,Watanabe,AanyaWatanabe1997@gmail.net,27.0,3.0,mechanism,organic mechanism wrapper,9.0
9841,,Irene,Alami,Irene_Alami@gmail.com,,,,,
9842,56308.0,Chloe,Zhou,Chloe_Zhou1958@outlook.com,720.0,4.0,apparatus,fuzzy apparatus carrying_case,180.0
9843,,I,Petrov,I_Petrov@inbox.net,,,,,
9844,93267.0,Elias,Powell,Elias_Powell1975@outlook.com,117.48,4.0,gadget,miniature gadget cleaner,29.37
9845,138658.0,M,Freeman,MFreeman@gmail.com,18.48,14.0,widget,prize-winning widget wrapper,1.32
9846,384875.0,Maria,Sousa,Maria_Sousa@yahoo.biz,13.0,2.0,tool,reflective tool charger,6.5
9847,263825.0,Tala,Kumar,Tala_Kumar1951@gmail.net,240.0,3.0,module,fuzzy module refill,80.0
9848,,Data,Schmidt,DataSchmidt@outlook.com,,,,,
9849,244772.0,Camila,Hassan,Camila_Hassan1990@gmail.com,11.44,1.0,instrument,reflective instrument charger,11.44
9850,384147.0,Mia,Miller,MiaMiller@outlook.com,712.0,4.0,gadget,extra-strength gadget,178.0
9851,282811.0,Sarah,Gonzalez,SarahGonzalez1977@gmail.org,200.0,2.0,device,extra-strength device,100.0
9852,23700.0,Tambika,Wilson,Tambika_Wilson@gmail.biz,750.0,2.0,contraption,organic contraption,375.0
9853,179395.0,L,Petrov,LPetrov1964@gmail.net,600.0,4.0,apparatus,matte apparatus wrapper,150.0
9854,215510.0,I,Acharya,IAcharya@inbox.com,67.5,3.0,tool,organic tool cleaner,22.5
9855,274917.0,Seo-yun,Gonzalez,Seo-yun_Gonzalez1956@outlook.info,576.0,4.0,apparatus,glossy apparatus wrapper,144.0
9856,132469.0,Adam,Taylor,AdamTaylor@earthlink.info,202.5,3.0,dongle,analog dongle storage_unit,67.5
9857,,L,Alami,LAlami@gmail.org,,,,,
9858,226272.0,Ali,Lopez,AliLopez@mail.biz,147.84,4.0,instrument,aerodynamic instrument carrying_case,36.96
9859,399921.0,Ji-woo,Davis,Ji-wooDavis@mail.org,66.0,2.0,dongle,digital dongle,33.0
9860,317242.0,Liam,Schmidt,LiamSchmidt@gmail.net,84.0,2.0,dongle,aerodynamic dongle,42.0
9861,232755.0,Lisa,Sargsyan,LisaSargsyan1968@gmail.net,80.0,4.0,module,fuzzy module charger,20.0
9862,201367.0,Juan,Dubois,Juan_Dubois1956@gmail.edu,0.0,4.0,mechanism,extra-strength mechanism how-to-manual,0.0
9863,142296.0,Mosi,Kruger,MosiKruger1997@inbox.com,22.5,6.0,widget,matte widget,3.75
9864,153459.0,Mosi,Webster,MosiWebster@gmail.com,30.0,10.0,widget,matte widget refill,3.0
9865,330843.0,A,Saito,ASaito1994@gmail.com,550.0,2.0,contraption,prize-winning contraption,275.0
9866,398817.0,S,Chopra,SChopra@yahoo.com,352.0,4.0,instrument,extra-strength instrument,88.0
9867,225691.0,Maryam,Watanabe,Maryam_Watanabe@inbox.com,0.0,8.0,widget,organic widget how-to-manual,0.0
9868,28074.0,Valentina,Silva,ValentinaSilva@gmail.com,890.0,4.0,gadget,fuzzy gadget storage_unit,222.5
9869,83842.0,K,Nielsen,K_Nielsen@gmail.com,108.0,3.0,device,glossy device cleaner,36.0
9870,227836.0,R,Silva,RSilva2004@inbox.com,267.0,3.0,gadget,extra-strength gadget opener,89.0
9871,188669.0,F,Kim,F_Kim@earthlink.edu,180.0,2.0,dongle,industrial-strength dongle,90.0
9872,59845.0,M,Sargsyan,M_Sargsyan@gmail.com,176.0,4.0,instrument,instrument,44.0
9873,82415.0,Lisa,Hernandez,LisaHernandez@earthlink.com,44.0,1.0,instrument,instrument,44.0
9874,187046.0,R,Janssens,R_Janssens@yahoo.biz,225.0,2.0,dongle,organic dongle storage_unit,112.5
9875,339193.0,Victoria,Evans,Victoria_Evans@yahoo.edu,130.0,4.0,tool,rechargable tool,32.5
9876,152714.0,Jonas,Horvat,JonasHorvat2005@outlook.org,96.8,2.0,instrument,prize-winning instrument,48.4
9877,328612.0,Isabella,Jones,IsabellaJones@outlook.net,34.32,8.0,widget,reflective widget warmer,4.29
9878,143735.0,R,Sousa,R_Sousa1961@yahoo.com,45.0,2.0,tool,analog tool,22.5
9879,169112.0,Kobe,Rodriquez,KobeRodriquez1974@earthlink.com,390.0,3.0,module,rechargable module,130.0
9880,328253.0,F,Adams,F_Adams@mail.edu,500.0,2.0,module,fuzzy module storage_unit,250.0
9881,589.0,K,Davis,KDavis@outlook.biz,5.28,8.0,widget,digital widget charger,0.66
9882,285475.0,Alonso,Brown,Alonso_Brown@earthlink.org,22.0,4.0,tool,prize-winning tool charger,5.5
9883,121081.0,M,Jones,M_Jones@gmail.net,0.0,3.0,device,rechargable device how-to-manual,0.0
9884,265442.0,Juan,Acharya,JuanAcharya@inbox.com,520.0,4.0,module,rechargable module,130.0
9885,190268.0,A,Dubois,ADubois@gmail.com,0.0,2.0,tool,organic tool how-to-manual,0.0
9886,115146.0,Peter,Gupta,Peter_Gupta@mail.edu,66.0,4.0,dongle,miniature dongle,16.5
9887,115819.0,R,Silva,RSilva@yahoo.edu,0.0,2.0,mechanism,extra-strength mechanism how-to-manual,0.0
9888,,Santiago,Santos,Santiago_Santos1956@outlook.com,,,,,
9889,,Riko,Zhou,Riko_Zhou1960@gmail.biz,,,,,
9890,101574.0,Rebecca,Scientist,RebeccaScientist1987@mail.net,132.0,3.0,instrument,extra-strength instrument opener,44.0
9891,,S,Kim,S_Kim1958@inbox.com,,,,,
9892,,Y,Sargsyan,Y_Sargsyan@yahoo.edu,,,,,
9893,166355.0,O,Miller,O_Miller1987@outlook.com,24.75,3.0,mechanism,miniature mechanism,8.25
9894,351903.0,Sora,Liu,Sora_Liu@outlook.com,27.5,1.0,tool,prize-winning tool,27.5
9895,299984.0,N,Fourie,N_Fourie1980@inbox.com,890.0,4.0,gadget,fuzzy gadget storage_unit,222.5
9896,399332.0,Chloe,Silva,ChloeSilva1973@mail.edu,16.25,1.0,tool,reflective tool opener,16.25
9897,369402.0,B,Ortiz,B_Ortiz1984@earthlink.edu,396.0,2.0,apparatus,prize-winning apparatus cleaner,198.0
9898,93342.0,Lucas,Martin,Lucas_Martin@yahoo.com,20.64,3.0,tool,miniature tool opener,6.88
9899,195372.0,Hosna,Murphy,HosnaMurphy@gmail.biz,600.0,4.0,apparatus,apparatus opener,150.0
9900,353103.0,Rin,Ortiz,RinOrtiz1976@earthlink.info,293.7,3.0,gadget,digital gadget,97.9
9901,42148.0,Mia,Fourie,Mia_Fourie@gmail.com,810.0,3.0,apparatus,analog apparatus,270.0
9902,96091.0,Amaira,Bertrand,Amaira_Bertrand1963@gmail.info,78.0,4.0,mechanism,rechargable mechanism,19.5
9903,206621.0,A,Dhawan,ADhawan@mail.net,330.0,4.0,dongle,digital dongle storage_unit,82.5
9904,341148.0,Isabella,Kowalski,Isabella_Kowalski@outlook.edu,75.0,2.0,device,matte device carrying_case,37.5
9905,,Bot,Horvat,BotHorvat1955@inbox.edu,,,,,
9906,158819.0,Bot,Smith,BotSmith1989@gmail.com,6.0,10.0,widget,fuzzy widget charger,0.6
9907,390386.0,Sakura,Varghese,SakuraVarghese1981@mail.com,308.0,2.0,module,aerodynamic module warmer,154.0
9908,398259.0,Jonas,Freeman,JonasFreeman1988@gmail.edu,20.0,1.0,device,fuzzy device wrapper,20.0
9909,285853.0,B,Horvat,B_Horvat1988@earthlink.net,60.0,2.0,mechanism,extra-strength mechanism,30.0
9910,,S,Chopra,S_Chopra1999@gmail.com,,,,,
9911,125829.0,Mohamed,Miller,Mohamed_Miller1953@outlook.com,270.0,3.0,module,analog module,90.0
9912,26539.0,Lucas,Kruger,Lucas_Kruger@earthlink.net,30.0,5.0,widget,extra-strength widget,6.0
9913,109972.0,Sunita,Petrov,Sunita_Petrov@mail.edu,220.0,2.0,module,prize-winning module,110.0
9914,136957.0,Zoe,Ahmad,Zoe_Ahmad2003@outlook.edu,54.0,4.0,tool,analog tool cleaner,13.5
9915,252163.0,M,Khan,MKhan1997@outlook.com,19.5,5.0,widget,rechargable widget,3.9
9916,,Mary,Freeman,MaryFreeman@outlook.com,,,,,
9917,367693.0,Sofia,Botson,Sofia_Botson1975@inbox.net,228.8,4.0,instrument,rechargable instrument,57.2
9918,293765.0,Logan,Gupta,Logan_Gupta@gmail.info,212.96,4.0,instrument,digital instrument warmer,53.24
9919,40444.0,Aanya,Chen,Aanya_Chen@earthlink.info,99.68,1.0,gadget,aerodynamic gadget refill,99.68
9920,168043.0,J,Taylor,JTaylor@gmail.info,234.96,4.0,gadget,digital gadget cleaner,58.74
9921,391791.0,Zeke,Mammadov,Zeke_Mammadov1976@yahoo.com,66.0,4.0,mechanism,fuzzy mechanism warmer,16.5
9922,65262.0,Aya,Silva,AyaSilva@gmail.edu,0.0,1.0,dongle,rechargable dongle how-to-manual,0.0
9923,275493.0,Diego,Amin,DiegoAmin@gmail.net,43.2,8.0,widget,industrial-strength widget carrying_case,5.4
9924,15327.0,Anne,Petrov,AnnePetrov1994@mail.com,0.0,3.0,device,extra-strength device how-to-manual,0.0
9925,4332.0,C,Kim,CKim@gmail.com,212.96,4.0,instrument,digital instrument warmer,53.24
9926,98230.0,Mosi,Miller,Mosi_Miller@gmail.net,19.8,11.0,widget,widget carrying_case,1.8
9927,216534.0,Nalah,Miller,Nalah_Miller@gmail.com,0.0,3.0,tool,extra-strength tool how-to-manual,0.0
9928,396267.0,Halim,Hopper,Halim_Hopper2001@gmail.org,0.0,1.0,device,fuzzy device how-to-manual,0.0
9929,71579.0,K,Lewis,KLewis@outlook.info,60.0,2.0,dongle,dongle,30.0
9930,384285.0,Sora,Murphy,Sora_Murphy@gmail.com,78.0,4.0,dongle,rechargable dongle opener,19.5
9931,85353.0,A,Huang,A_Huang@inbox.com,160.2,3.0,gadget,industrial-strength gadget charger,53.4
9932,393475.0,Z,Chopra,ZChopra1954@mail.com,400.5,2.0,gadget,analog gadget storage_unit,200.25
9933,44439.0,Ariel,Khan,Ariel_Khan1950@gmail.com,33.0,10.0,widget,prize-winning widget,3.3
9934,304153.0,Seo-yun,Amin,Seo-yun_Amin@gmail.com,15.0,2.0,tool,organic tool charger,7.5
9935,,Lucas,Nielsen,LucasNielsen1992@inbox.com,,,,,
9936,59591.0,Yuna,Nielsen,Yuna_Nielsen1954@gmail.biz,58.5,3.0,mechanism,rechargable mechanism,19.5
9937,281751.0,Katherine,Miller,KatherineMiller@inbox.org,150.0,1.0,contraption,contraption cleaner,150.0
9938,260114.0,M,Weber,M_Weber1975@inbox.org,900.0,4.0,contraption,analog contraption,225.0
9939,346767.0,Claire,Anand,Claire_Anand1974@inbox.biz,82.52,4.0,mechanism,miniature mechanism storage_unit,20.63
9940,216723.0,G,Sargsyan,G_Sargsyan@earthlink.com,720.0,4.0,apparatus,apparatus carrying_case,180.0
9941,55764.0,E,Santos,ESantos1959@earthlink.com,440.0,4.0,module,prize-winning module,110.0
9942,15659.0,Kobe,Chen,KobeChen1952@gmail.biz,108.0,4.0,dongle,analog dongle,27.0
9943,268907.0,E,Chopra,EChopra@inbox.com,440.0,4.0,module,module warmer,110.0
9944,183956.0,Zoe,Kruger,Zoe_Kruger1955@inbox.biz,267.0,3.0,gadget,gadget,89.0
9945,,Haruta,Hernandez,Haruta_Hernandez1965@mail.net,,,,,
9946,92816.0,Riya,Varghese,Riya_Varghese1986@gmail.org,0.0,1.0,gadget,aerodynamic gadget how-to-manual,0.0
9947,10538.0,Pierre,Rossi,PierreRossi1975@gmail.org,132.0,4.0,dongle,digital dongle,33.0
9948,309005.0,Robot,Ahmad,Robot_Ahmad@earthlink.info,96.0,4.0,module,glossy module charger,24.0
9949,334768.0,Katherine,Adebayo,Katherine_Adebayo@outlook.org,192.24,4.0,gadget,analog gadget cleaner,48.06
9950,,Hosna,Novak,Hosna_Novak@mail.info,,,,,
9951,257587.0,Sarah,Weber,SarahWeber1987@gmail.edu,22.0,1.0,device,miniature device refill,22.0
9952,316091.0,Pierre,Nielsen,PierreNielsen1959@earthlink.com,600.0,4.0,contraption,fuzzy contraption carrying_case,150.0
9953,11714.0,Sarah,Ahmad,SarahAhmad@gmail.biz,0.0,1.0,tool,reflective tool how-to-manual,0.0
9954,169234.0,M,Ortiz,MOrtiz@earthlink.biz,82.5,3.0,tool,prize-winning tool,27.5
9955,19904.0,Victoria,McRobotFace,Victoria_McRobotFace1993@yahoo.com,534.0,2.0,gadget,glossy gadget storage_unit,267.0
9956,,Zeke,Hopper,Zeke_Hopper1967@gmail.edu,,,,,
9957,82462.0,I,Davis,I_Davis1987@inbox.org,43.2,2.0,dongle,glossy dongle cleaner,21.6
9958,272307.0,A,Sokolov,A_Sokolov1953@yahoo.com,21.12,8.0,widget,digital widget refill,2.64
9959,379655.0,P,Rodriquez,PRodriquez1981@earthlink.info,337.5,3.0,dongle,organic dongle storage_unit,112.5
9960,238488.0,Camila,Silva,CamilaSilva@mail.net,82.5,3.0,tool,prize-winning tool,27.5
9961,195191.0,Hawa,Khan,Hawa_Khan@outlook.com,143.0,1.0,instrument,rechargable instrument storage_unit,143.0
9962,338499.0,Botty,Varga,Botty_Varga1954@gmail.org,0.0,2.0,tool,prize-winning tool how-to-manual,0.0
9963,107328.0,H,Tamm,HTamm@outlook.biz,240.0,2.0,module,extra-strength module cleaner,120.0
9964,92037.0,Elias,Weber,Elias_Weber@outlook.net,0.0,4.0,mechanism,extra-strength mechanism how-to-manual,0.0
9965,29838.0,Janelle,Taylor,Janelle_Taylor@outlook.info,26.4,16.0,widget,miniature widget,1.65
9966,343469.0,Sarah,Lewis,SarahLewis@gmail.net,39.0,3.0,tool,rechargable tool wrapper,13.0
9967,322056.0,Rin,Wilson,RinWilson1977@outlook.info,200.0,2.0,module,fuzzy module,100.0
9968,,Youseff,Huang,YouseffHuang@gmail.biz,,,,,
9969,24933.0,Zoe,Ortiz,ZoeOrtiz1977@earthlink.com,890.0,4.0,gadget,gadget storage_unit,222.5
9970,369341.0,J,McRobotFace,JMcRobotFace@gmail.net,89.1,9.0,widget,industrial-strength widget warmer,9.9
9971,231443.0,Camila,Ahmad,CamilaAhmad@gmail.edu,27.0,3.0,mechanism,industrial-strength mechanism charger,9.0
9972,141333.0,Zoe,McRobot,ZoeMcRobot@earthlink.org,2343.75,3.0,contraption,matte contraption storage_unit,781.25
9973,273202.0,Ruth,Webster,RuthWebster1965@mail.com,9.0,3.0,widget,extra-strength widget opener,3.0
9974,361346.0,H,Lee,H_Lee@gmail.info,144.0,1.0,apparatus,glossy apparatus wrapper,144.0
9975,281538.0,Mohamed,Horvat,Mohamed_Horvat@gmail.org,56.25,3.0,mechanism,matte mechanism,18.75
9976,175944.0,Diya,Computer,DiyaComputer1977@gmail.com,156.0,4.0,dongle,reflective dongle,39.0
9977,75074.0,Victoria,Gonzalez,Victoria_Gonzalez@yahoo.net,45.0,2.0,tool,analog tool,22.5
9978,396657.0,H,Ahmad,HAhmad@yahoo.edu,300.0,2.0,contraption,contraption carrying_case,150.0
9979,,Z,Brown,ZBrown1981@outlook.net,,,,,
9980,177645.0,Liam,Patel,Liam_Patel1971@mail.com,180.0,4.0,device,analog device,45.0
9981,80601.0,Noah,Anand,Noah_Anand@outlook.biz,720.0,2.0,apparatus,industrial-strength apparatus wrapper,360.0
9982,262823.0,O,Gupta,O_Gupta1987@inbox.com,176.0,4.0,module,digital module wrapper,44.0
9983,,S,Hassan,S_Hassan@earthlink.info,,,,,
9984,184893.0,Rodrigo,Nielsen,RodrigoNielsen@earthlink.edu,0.0,4.0,module,rechargable module how-to-manual,0.0
9985,299747.0,Rebecca,Weber,RebeccaWeber@yahoo.com,97.5,3.0,tool,rechargable tool,32.5
9986,208481.0,Emily,Adams,Emily_Adams1966@yahoo.com,0.0,3.0,dongle,matte dongle how-to-manual,0.0
9987,119831.0,Ahmed,Lewis,Ahmed_Lewis@earthlink.com,260.0,4.0,device,reflective device,65.0
9988,394973.0,Mosi,Varghese,MosiVarghese@gmail.com,180.0,4.0,tool,industrial-strength tool cleaner,45.0
9989,75506.0,Adam,Chen,AdamChen1985@gmail.biz,0.0,3.0,instrument,fuzzy instrument how-to-manual,0.0
9990,70479.0,Ben,Novak,Ben_Novak1950@gmail.org,667.5,3.0,gadget,gadget storage_unit,222.5
9991,105511.0,Grace,Bertrand,GraceBertrand@gmail.com,4.86,9.0,widget,analog widget charger,0.54
9992,322659.0,Priya,Gruber,Priya_Gruber1972@yahoo.com,41.25,1.0,mechanism,prize-winning mechanism storage_unit,41.25
9993,185883.0,H,Webster,HWebster1952@outlook.biz,158.4,3.0,instrument,glossy instrument,52.8
9994,61575.0,Nathan,Khan,NathanKhan1951@gmail.biz,168.0,4.0,dongle,aerodynamic dongle,42.0
9995,382269.0,Diego,Dhawan,DiegoDhawan@inbox.com,28.8,8.0,widget,glossy widget,3.6
